127.0.0.1 - - [09/Nov/2022:10:11:36 +0900] "GET / HTTP/1.1" 200 163
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:45:09 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6835
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:45:09 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:45:44 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6977
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:45:44 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:46:44 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:46:44 +0900] "GET /z01_homework/watch.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:46:44 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:46:48 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:46:51 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6961
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:46:51 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:46:58 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:46:59 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:47:27 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6967
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:47:27 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:47:36 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:47:36 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:47:58 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6911
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:47:58 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:48:34 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6884
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:48:34 +0900] "GET /favicon.ico HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:48:53 +0900] "GET /z01_homework/a08_221109.html HTTP/1.1" 200 6883
0:0:0:0:0:0:0:1 - - [09/Nov/2022:18:48:53 +0900] "GET /favicon.ico HTTP/1.1" 404 819
127.0.0.1 - - [09/Nov/2022:23:33:25 +0900] "GET / HTTP/1.1" 200 163
